nl_cmd,bash_cmd
show me all services currently available,bash: sudo systemctl list-units --type=service
please check and list all services including inactive ones,bash: sudo systemctl list-units --type=service
can you fetch all services for me,bash: sudo systemctl list-units --type=service
how to display all services installed on my system,bash: sudo systemctl list-units --type=service
give me a command to check all available services,bash: sudo systemctl list-units --type=service
how do i check all active services,bash: sudo systemctl list-units --type=service --state=active
can you show me the currently running services,bash: sudo systemctl list-units --type=service --state=active
i want to check what services are running,bash: sudo systemctl list-units --type=service --state=active
could you show me a list of active services,bash: sudo systemctl list-units --type=service --state=active
please give me a list of running services,bash: sudo systemctl list-units --type=service --state=active
how to see all enabled services currently running,bash: sudo systemctl list-units --type=service --state=active
list the system services that are currently active,bash: sudo systemctl list-units --type=service --state=active
which services are currently running,bash: sudo systemctl list-units --type=service --state=active
find out what services are active right now,bash: sudo systemctl list-units --type=service --state=active
can you check the active services on my system,bash: sudo systemctl list-units --type=service --state=active
how do i see only active services,bash: sudo systemctl list-units --type=service --state=active
get me a list of all services currently running,bash: sudo systemctl list-units --type=service --state=active
show me all services that are running at the moment,bash: sudo systemctl list-units --type=service --state=active
please check and list the currently active services,bash: sudo systemctl list-units --type=service --state=active
can you fetch all running services for me,bash: sudo systemctl list-units --type=service --state=active
how to display all services that are currently active,bash: sudo systemctl list-units --type=service --state=active
give me a command to check active services,bash: sudo systemctl list-units --type=service --state=active
how do i verify the services that are up and running,bash: sudo systemctl list-units --type=service --state=active
i need a list of services that are currently operational,bash: sudo systemctl list-units --type=service --state=active
tell me which system services are up and running,bash: sudo systemctl list-units --type=service --state=active
how do i check failed services,bash: sudo systemctl list-units --type=service --state=failed
can you show me the list of failed services,bash: sudo systemctl list-units --type=service --state=failed
i need to see which services have failed,bash: sudo systemctl list-units --type=service --state=failed
hey list all services that have failed,bash: sudo systemctl list-units --type=service --state=failed
can you display only the failed services,bash: sudo systemctl list-units --type=service --state=failed
i want to check what services are not working,bash: sudo systemctl list-units --type=service --state=failed
could you show me all services that have failed to start,bash: sudo systemctl list-units --type=service --state=failed
please give me a list of broken services,bash: sudo systemctl list-units --type=service --state=failed
how to see services that encountered errors,bash: sudo systemctl list-units --type=service --state=failed
list the system services that are currently failed,bash: sudo systemctl list-units --type=service --state=failed
how do i see only the services that failed,bash: sudo systemctl list-units --type=service --state=failed
get me a list of services that failed to start,bash: sudo systemctl list-units --type=service --state=failed
show me all services that failed recently,bash: sudo systemctl list-units --type=service --state=failed
please check and list the failed services,bash: sudo systemctl list-units --type=service --state=failed
can you fetch only the services that are in a failed state,bash: sudo systemctl list-units --type=service --state=failed
how to display all failed services on my system,bash: sudo systemctl list-units --type=service --state=failed
give me a command to check for failed services,bash: sudo systemctl list-units --type=service --state=failed
how do i verify which services have encountered failures,bash: sudo systemctl list-units --type=service --state=failed
i need a list of services that are currently broken,bash: sudo systemctl list-units --type=service --state=failed
tell me which system services have crashed,bash: sudo systemctl list-units --type=service --state=failed
list the files in the directory,bash: ls
show the files and folders in the current working directory,bash: ls
show the file and directories in the working directory,bash: ls
display files in the dolder,bash: ls
list the contens of the folder,bash: ls
whare are the files and directories available in this folder,bash: ls
give me the list of files available in the directory,bash: ls
what are the files in musics directory,bash: ls ~/Documents
i want to see files under home directory,bash: ls ~
show me the files in desktop directory,bash: ls ~/Desktop
what are the files in music directory,bash: ls ~/Music
show me the files in downloads directory,bash: ls ~/Downloads
show me the files in pictures directory,bash: ls ~/Pictures
what are the files in root directory,bash: ls /root
i want to see files under videos directory,bash: ls ~/Videos
show me the files in public directory,bash: ls ~/Public
what are the files in directory /etc,bash: ls /etc  
i want to see files under new-folder home directory,bash: ls ~/new-folder  
show me the files of temp in current directory,bash: ls ./temp  
list the files in the directoy and detail like permissions and size,bash: ls -l 
list the contents of the folder with the file details,bash: ls -l 
give a detailed view about the contents of the directory,bash:  ls -l 
display the files info in the folder with size permission and timestamps,bash: ls -l 
show the files in a detailed manner with timestamps,bash: ls -l 
display detailed information about files in download folder,bash: ls -l ~/Downloads
provide me the info about the content in document folder,bash: ls -l ~/Documents
can you show me the files along with their details in home folder,bash: ls -l ~
display detailed information about files in desktop folder,bash: ls -l ~/Desktop
provide me the info about the content in music folder,bash: ls -l ~/Music
display detailed information about files in picture folder,bash: ls -l ~/Pictures
provide me the info about the content in root folder,bash: ls -l /root
can you show me the files along with their details in video folder,bash: ls -l ~/Videos
